Park Name,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2015,6,"118,355","5,324","2,613","2,507"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2015,7,"129,060","5,690","3,055","2,193"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2015,8,"121,043","5,643","2,974","1,974"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2015,9,"135,543","6,004","1,794","2,808"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2015,10,"103,721","3,532","1,689","2,973"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2015,11,"33,425","2,327",356,433
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2015,12,"10,868","3,181",47,86
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,1,"10,714","2,345",26,33
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,2,"15,529","1,772",99,108
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,3,"63,776","1,632","1,932","1,491"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,4,"90,702",136,"1,820","3,196"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,5,"174,851","7,671","2,318","2,883"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,6,"132,427","5,758","3,090","2,119"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,7,"125,552","5,545","3,147","2,141"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,8,"105,670","5,086","2,896","2,000"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,9,"150,775","1,041","1,880","2,826"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,10,"137,855","7,263","1,534","3,132"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,11,"38,628","4,996",678,930
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2016,12,"18,425","7,044",87,58
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,1,"10,546","2,364",92,68
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,2,"15,835","2,212",150,103
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,3,"58,636","6,020","1,846","1,519"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,4,"146,830","2,942","1,947","3,402"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,5,"175,686","8,010","2,224","2,998"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,6,"135,677","6,216","1,857","2,307"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,7,"137,856","6,036","3,113","1,649"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,8,"113,514","3,837","2,838","1,981"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,9,"168,104","5,636","1,875","2,619"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,10,"119,114","5,000","1,521","3,341"
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,11,"48,101","1,665",548,656
Capitol Reef National Park ,CARE,National Park,Intermountain ,UT,2017,12,"20,266","3,232",128,181
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,1,"11,930",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,2,"16,416",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,3,"49,677",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,4,"37,600",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,5,"45,315",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,6,"58,142",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,7,"82,452",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,8,"48,084",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,9,"31,630",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,10,"29,050",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,11,"19,488",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2015,12,"15,936",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,1,"13,534",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,2,"13,046",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,3,"51,157",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,4,"27,222",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,5,"40,834",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,6,"60,625",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,7,"89,963",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,8,"43,799",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,9,"33,676",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,10,"32,932",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,11,"27,810",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2016,12,"32,175",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,1,"17,746",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,2,"20,342",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,3,"67,429",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,4,"45,744",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,5,"53,960",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,6,"61,408",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,7,"81,748",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,8,"42,952",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,9,"27,714",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,10,"31,570",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,11,"38,440",0,0,0
Carlsbad Caverns National Park,CAVE,National Park,Intermountain ,NM,2017,12,"30,973",0,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,1,"19,847",530,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,2,"21,653",545,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,3,"29,901",822,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,4,"23,479",587,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,5,"34,023","1,697",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,6,"33,193",819,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,7,"46,749",921,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,8,"35,392",882,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,9,"24,994",788,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,10,"21,871",829,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,11,"18,913",612,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2015,12,"14,801",333,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,1,"15,710",447,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,2,"20,168",393,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,3,"28,054",467,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,4,"26,142",611,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,5,"33,476",758,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,6,"39,342","1,058",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,7,"49,119",906,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,8,"45,123",689,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,9,"39,450",700,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,10,"28,906",560,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,11,"20,029",487,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2016,12,"19,288",311,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,1,"18,887",476,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,2,"20,325",396,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,3,"32,263","1,125",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,4,"33,888","1,070",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,5,"37,528","2,495",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,6,"44,852","1,196",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,7,"56,194","1,082",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,8,"40,750",734,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,9,"33,063",834,0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,10,"25,495","1,046",0,0
Channel Islands National Park ,CHIS,National Park,Pacific West ,CA,2017,11,"23,696",701,0,0
Channel Islands National Park,CHIS,National Park,Pacific West ,CA,2017,12,"16,746",294,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,1,"3,435",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,2,"6,068",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,3,"11,150",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,4,"10,804",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,5,"10,988",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,6,"7,964",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,7,"8,640",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,8,"4,946",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,9,"3,880",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,10,"4,158",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,11,"8,935",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2015,12,"6,545",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,1,"6,850",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,2,"6,556",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,3,"19,387",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,4,"14,227",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,5,"16,201",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,6,"13,592",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,7,"8,229",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,8,"11,052",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,9,"11,646",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,10,"12,749",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,11,"10,792",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2016,12,"12,562",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,1,"7,458",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,2,"13,388",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,3,"21,778",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,4,"18,696",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,5,"18,947",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,6,"14,104",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,7,"10,278",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,8,"13,638",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,9,"7,821",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,10,"11,712",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,11,"13,307",0,0,0
Congaree National Park ,CONG,National Park,Southeast ,SC,2017,12,"8,468",0,0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,1,"10,489","2,100",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,2,"8,635","2,400",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,3,"13,938","2,800",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,4,"16,918","4,800",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,5,"48,217","4,900",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,6,"84,679","6,100","1,420",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,7,"147,623","6,500","1,078",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,8,"97,673","3,900","2,400",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,9,"128,398","4,800","1,835",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,10,"42,803","3,300",815,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,11,"12,769","3,700",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2015,12,"2,570","4,300",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,1,"3,112","2,100",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,2,"7,170","2,400",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,3,"8,961","2,800",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,4,"20,389","4,800",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,5,"40,627","4,900",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,6,"122,905","6,100",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,7,"190,231","6,500","1,300",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,8,"176,895","3,900","2,250",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,9,"131,760","4,800","2,070",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,10,"38,985","3,300",660,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,11,"10,325","3,700",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2016,12,"4,984","4,300",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,1,"1,935","2,100",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,2,"1,402","2,400",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,3,"8,716","2,800",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,4,"15,043","4,800",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,5,"38,145","4,900",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,6,"136,567","6,100",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,7,"208,237","6,500",582,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,8,"157,429","3,900","2,072",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,9,"84,340","4,800","1,588",0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,10,"41,231","3,300",75,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,11,"9,687","3,700",0,0
Crater Lake National Park,CRLA,National Park,Pacific West ,OR,2017,12,"9,017","4,300",0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,1,"76,795",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,2,"72,272",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,3,"105,883",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,4,"210,102",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,5,"283,076",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,6,"250,161",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,7,"319,145",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,8,"287,975",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,9,"206,668",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,10,"227,876",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,11,"129,512",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2015,12,"115,147",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2016,1,"85,195",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2016,2,"83,784",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2016,3,"104,225",0,0,0
Cuyahoga Valley National Park ,CUVA,National Park,Midwest ,OH,2016,4,"171,879",0,0,0
