Park Name,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,2,"75,606","2,865","10,330","16,528"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,3,"109,421","4,078","9,181","5,888"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,4,"107,352","3,769","5,248","4,707"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,5,"122,137","4,141","2,474","1,907"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,6,"95,496","3,567",739,304
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,7,"113,672","4,379",509,106
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,8,"111,467","4,437",880,442
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,9,"88,005","2,840","1,760",752
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,10,"102,672","3,629","3,363","3,306"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,11,"73,477","2,877","13,802","13,926"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2015,12,"75,991","2,991","8,672","7,043"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,1,"69,229","2,750","7,504","9,814"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,2,"93,970","3,682","17,770","21,651"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,3,"209,282","8,406","24,966","30,723"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,4,"109,486","4,210","5,760","5,046"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,5,"101,842","3,675","3,917","2,128"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,6,"53,042","1,915","1,091",886
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,7,"103,950","4,009",627,352
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,8,"116,843","4,499",694,307
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,9,"141,517","5,050","1,869",986
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,10,"110,588","4,059","7,133","5,750"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,11,"99,779","3,951","14,307","19,370"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2016,12,"86,755","3,481","11,805","9,386"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,1,"66,867","2,647","9,450","10,243"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,2,"78,586","3,077","10,538","16,896"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,3,"108,119","4,224","16,739","21,392"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,4,"107,559","4,020","10,627","9,549"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,5,"105,660","3,625","3,814","2,387"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,6,"85,150","3,181",774,266
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,7,"135,277","5,222",237,224
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,8,"172,052","6,647",650,352
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,9,"138,167","5,085","2,006","1,565"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,10,"111,268","4,122","4,685","4,733"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,11,"91,802","3,665","11,661","17,024"
Death Valley National Park ,DEVA,National Park,Pacific West ,CA,2017,12,"94,320","3,785","9,363","11,440"
Denali National Park,DENA,National Park,Alaska,AK,2015,1,326,"14,384",0,0
Denali National Park,DENA,National Park,Alaska,AK,2015,2,851,"14,642",0,0
Denali National Park,DENA,National Park,Alaska,AK,2015,3,"2,597","21,568",0,0
Denali National Park,DENA,National Park,Alaska,AK,2015,4,"2,573","47,840",0,0
Denali National Park,DENA,National Park,Alaska,AK,2015,5,"55,920","124,320","8,399","11,130"
Denali National Park,DENA,National Park,Alaska,AK,2015,6,"136,454","168,268","13,476","7,476"
Denali National Park,DENA,National Park,Alaska,AK,2015,7,"155,987","176,379","12,562","6,460"
Denali National Park,DENA,National Park,Alaska,AK,2015,8,"146,067","133,586","12,553","5,121"
Denali National Park,DENA,National Park,Alaska,AK,2015,9,"57,612","62,898","7,718","3,710"
Denali National Park,DENA,National Park,Alaska,AK,2015,10,"1,474","25,568",0,0
Denali National Park,DENA,National Park,Alaska,AK,2015,11,461,"19,420",0,0
Denali National Park,DENA,National Park,Alaska,AK,2015,12,435,"12,334",0,0
Denali National Park,DENA,National Park,Alaska,AK,2016,1,500,"14,384",0,0
Denali National Park,DENA,National Park,Alaska,AK,2016,2,"1,303","14,642",0,0
Denali National Park,DENA,National Park,Alaska,AK,2016,3,"2,948","21,568",0,0
Denali National Park,DENA,National Park,Alaska,AK,2016,4,"5,057","47,840",0,0
Denali National Park,DENA,National Park,Alaska,AK,2016,5,"50,776","127,519","1,340","1,292"
Denali National Park,DENA,National Park,Alaska,AK,2016,6,"139,310","165,167","13,501","5,925"
Denali National Park,DENA,National Park,Alaska,AK,2016,7,"160,357","172,381","13,527","5,727"
Denali National Park,DENA,National Park,Alaska,AK,2016,8,"151,365","129,106","13,351","4,713"
Denali National Park,DENA,National Park,Alaska,AK,2016,9,"69,907","55,817","8,550","3,600"
Denali National Park,DENA,National Park,Alaska,AK,2016,10,"2,934","25,568",0,0
Denali National Park,DENA,National Park,Alaska,AK,2016,11,"1,446","19,420",0,0
Denali National Park,DENA,National Park,Alaska,AK,2016,12,"1,509","12,334",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,1,725,"14,384",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,2,"1,467","14,642",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,3,"3,449","21,568",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,4,"5,314","47,840",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,5,"62,497","124,612",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,6,"158,590","163,652",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,7,"182,400","164,736",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,8,"155,201","127,821",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,9,"68,323","56,709",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,10,"2,434","25,568",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,11,918,"19,420",0,0
Denali National Park,DENA,National Park,Alaska,AK,2017,12,"1,491","12,334",0,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,1,"6,092",462,202,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,2,"5,213",60,72,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,3,"7,227",0,440,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,4,"7,112",75,498,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,5,"7,010",498,648,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,6,"7,374",492,680,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,7,"7,171","4,236",400,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,8,"5,392","5,034",684,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,9,"5,278",492,148,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,10,"4,043",192,342,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,11,"3,337",564,0,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2015,12,"5,613",12,432,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,1,"4,616",549,350,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,2,"1,313",576,456,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,3,"7,167",312,776,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,4,"6,729","6,165",718,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,5,"7,095",423,578,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,6,"8,969",420,588,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,7,"7,692","1,530",496,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,8,"6,834",45,282,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,9,"6,329",45,474,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,10,"4,347",45,182,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,11,"6,262",45,446,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2016,12,"6,308",45,588,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,1,"4,492",45,410,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,2,"3,900",45,576,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,3,"7,200",54,610,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,4,"6,880",51,0,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,5,"5,908",261,"1,074",0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,6,"5,568",300,706,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,7,"5,628",228,744,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,8,"4,276",75,492,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,9,176,75,158,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,10,233,75,158,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,11,"5,020",129,214,0
Dry Tortugas National Park,DRTO,National Park,Southeast ,FL,2017,12,"5,000",138,200,0
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,1,"142,660",243,"2,957","3,079"
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,2,"145,148",208,"3,080","3,633"
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,3,"149,383",218,"2,525","1,989"
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,4,"108,982",118,465,351
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,5,"70,711",62,71,100
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,6,"61,840",52,30,25
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,7,"72,567",54,25,16
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,8,"67,529",70,13,33
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,9,"32,717",33,12,3
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,10,"62,000",38,26,15
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,11,"84,937",126,272,283
Everglades National Park ,EVER,National Park,Southeast ,FL,2015,12,"78,953",226,"1,159",977
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,1,"116,221",87,"1,760","2,815"
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,2,"120,197",74,"2,678","2,598"
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,3,"134,815",60,"2,024","3,832"
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,4,"65,054",60,107,268
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,5,"73,548",57,53,83
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,6,"64,110",45,21,20
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,7,"53,064",57,21,20
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,8,"47,351",52,16,13
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,9,"44,750",99,13,15
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,10,"55,600",165,144,69
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,11,"69,074",158,528,374
Everglades National Park ,EVER,National Park,Southeast ,FL,2016,12,"87,123",248,"1,045",692
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,1,"194,200",474,"1,675","3,374"
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,2,"120,646","1,312","1,572","2,786"
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,3,"126,818",820,"1,515","1,723"
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,4,"98,915",860,431,238
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,5,"74,300",519,40,16
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,6,"68,958",213,5,0
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,7,"52,425",588,0,0
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,8,"85,059",404,0,0
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,9,"17,708",46,0,0
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,10,"42,574","1,142",0,0
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,11,"49,593",130,0,0
Everglades National Park ,EVER,National Park,Southeast ,FL,2017,12,"87,361",258,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,1,"51,474",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,2,"39,539",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,3,"130,502",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,4,"137,609",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,5,"179,949",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,6,"236,179",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,7,"306,785",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,8,"213,293",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,9,"135,086",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,10,"115,196",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,11,"85,422",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2015,12,"67,622",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,1,"16,552",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,2,"8,387",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,3,"8,387",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,4,"98,719",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,5,"138,336",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,6,"207,288",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,7,"264,652",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,8,"173,446",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,9,"120,732",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,10,"119,830",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,11,"83,136",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2016,12,"32,390",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,1,"30,163",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,2,"30,233",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,3,"74,140",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,4,"91,530",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,5,"120,796",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,6,"186,788",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,7,"245,532",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,8,"217,438",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,9,"120,806",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,10,"115,574",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,11,"88,069",0,0,0
Gateway Arch National Park ,JEFF,National Park,Midwest ,MO,2017,12,"77,119",0,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,1,173,0,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,2,223,18,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,3,185,0,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,4,208,6,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,5,"74,519",31,32,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,6,"107,364",52,181,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,7,"182,324",76,246,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,8,"152,155",59,184,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,9,"33,573",10,15,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,10,282,21,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,11,174,0,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2015,12,173,0,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,1,173,0,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,2,173,16,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,3,173,5,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,4,"2,505",18,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,5,"80,664",102,80,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,6,"115,336",124,215,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,7,"115,207",121,346,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,8,"120,251",118,248,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,9,"84,965",62,19,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,10,350,15,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,11,201,15,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2016,12,173,4,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,1,173,48,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,2,172,0,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,3,172,40,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,4,185,18,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,5,"100,414",31,107,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,6,"108,729",55,239,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,7,"116,760",71,279,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,8,"122,709",48,270,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,9,"95,615",10,6,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,10,"1,748",38,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,11,207,22,0,0
Glacier Bay National Park,GLBA,National Park,Alaska,AK,2017,12,173,0,0,0
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,1,"12,087",60,30,45
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,2,"14,530",40,58,27
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,3,"18,139",48,70,84
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,4,"48,270",118,242,330
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,5,"134,741",650,"3,516","4,395"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,6,"414,671","3,666","21,238","20,718"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,7,"689,064","4,813","39,444","32,907"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,8,"579,007","5,681","34,906","24,930"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,9,"351,388","3,156","12,265","14,109"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,10,"71,297",494,"1,740","2,214"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,11,"19,505",62,80,69
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2015,12,"13,357",38,10,18
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,1,"15,674",39,20,27
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,2,"16,548",59,68,90
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,3,"21,257",39,110,135
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,4,"55,125",108,460,633
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,5,"183,925","1,352","4,380","4,731"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,6,"485,017","2,960","24,513","24,300"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,7,"818,481","4,679","43,496","36,177"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,8,"748,565","4,044","43,352","35,364"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,9,"482,592","2,236","18,544","23,352"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,10,"75,797",257,"1,568","1,953"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,11,"30,823",34,78,150
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2016,12,"12,877",16,10,21
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,1,"14,690",16,35,72
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,2,"13,802",27,10,18
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,3,"19,336",16,55,99
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,4,"38,323",76,120,207
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,5,"177,787",220,"4,636","5,061"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,6,"620,962","1,525","24,835","26,970"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,7,"1,009,665","4,171","43,965","35,412"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,8,"908,479","4,335","44,609","32,208"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,9,"389,137","3,731","9,191","11,193"
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,10,"84,469","1,622",145,273
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,11,"15,594",43,45,81
Glacier National Park ,GLAC,National Park,Intermountain ,MT,2017,12,"13,268",25,15,45
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,1,"191,781","2,444",257,109
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,2,"224,311","2,560",270,100
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,3,"437,563","4,677","6,857","3,029"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,4,"486,989","5,548","29,997","14,228"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,5,"541,338","10,491","23,900","12,430"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,6,"614,938","8,652","32,401","15,816"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,7,"714,911","6,452","35,153","16,790"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,8,"793,412","4,936","31,535","15,143"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,9,"525,090","4,426","24,930","13,116"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,10,"444,363","5,757","16,361","7,753"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,11,"273,558","4,758","5,387","2,512"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2015,12,"272,482","2,175",442,201
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,1,"189,103","3,009",357,158
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,2,"214,361","3,650",786,344
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,3,"504,295","8,198","22,220","8,360"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,4,"464,922","12,426","24,860","8,952"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,5,"588,591","15,876","27,898","9,251"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,6,"700,421","2,636","26,394","12,322"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,7,"839,086","2,058","28,943","13,360"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,8,"743,158","3,147","24,746","11,569"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,9,"578,006","3,052","21,250","10,700"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,10,"517,791","2,878","20,041","9,834"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,11,"333,204","1,899","8,318","3,697"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2016,12,"296,873","1,606",813,53
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,1,"217,102","1,322",508,221
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,2,"239,154","1,608",238,84
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,3,"502,739","2,150","11,256","4,982"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,4,"590,006","1,893","12,227","5,743"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,5,"606,247","2,350","16,960","8,558"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,6,"726,916","2,523","20,235","9,451"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,7,"837,258","2,052","22,740","11,027"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,8,"745,613","5,056","22,242","10,369"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,9,"571,946","1,832","17,076","9,028"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,10,"529,825","2,198","14,968","7,390"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,11,"349,326","1,701","8,076","3,697"
Grand Canyon National Park ,GRCA,National Park,Intermountain ,AZ,2017,12,"338,106","1,473",794,312
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,1,"46,952","111,180",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,2,"51,638","115,744",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,3,"57,392","126,865",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,4,"52,348","94,194",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,5,"231,708","113,964",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,6,"576,057","112,400",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,7,"737,246","180,623",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,8,"651,245","178,453",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,9,"474,787","150,932",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,10,"190,681","112,741",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,11,"38,610","88,148",0,0
Grand Teton National Park ,GRTE,National Park,Intermountain ,WY,2015,12,"41,257","112,721",0,0
